13365925204356573720,"5/9/2012 13:42",Prospect
13366860606144259059,"5/10/2012 15:41",Missed
13371781209712201632,"5/16/2012 08:22",Prospect
13372018802347380983,"5/16/2012 14:58",Prospect
13372050002813774313,"5/16/2012 15:50",Unanswered
13373724007658076509,"5/18/2012 14:20",Unanswered
13376437202813774313,"5/21/2012 17:42",Unanswered
13376947802347380983,"5/22/2012 07:53",Unanswered
13377273009712201964,"5/22/2012 16:55",Missed
13377951002347380983,"5/23/2012 11:45",Missed
13378066207403234234,"5/23/2012 14:57",Prospect
13378801202347380983,"5/24/2012 11:22",Unanswered
13378837807405229592,"5/24/2012 12:23",Prospect
13378939204356573720,"5/24/2012 15:12",Prospect
13379548204088434007,"5/25/2012 08:07",Unanswered
13379667002347380983,"5/25/2012 11:25",Missed
13379775603304681046,"5/25/2012 14:26",Unanswered
13379850604356573720,"5/25/2012 16:31",Prospect
13382937007402557302,"5/29/2012 06:15",Missed
13383091807405221151,"5/29/2012 10:33",Prospect
13383187807405030150,"5/29/2012 13:13",Prospect
13383201007405030150,"5/29/2012 13:35",Prospect
13384002007403441613,"5/30/2012 11:50",Prospect
13384226406142964006,"5/30/2012 18:04",Prospect
13384825808434927892,"5/31/2012 10:43",Missed
13384890607402582549,"5/31/2012 12:31",Prospect
13384891207402582549,"5/31/2012 12:32",Prospect
13384960807409291348,"5/31/2012 14:28",Prospect
13385009407407558881,"5/31/2012 15:49",Prospect
13385037607409632831,"5/31/2012 16:36",Prospect
13385802607403663318,"6/1/2012 13:51",Prospect
1338655860anonymous,"6/2/2012 10:51",Unanswered
13387386602485813118,"6/3/2012 09:51",Prospect
13388209202347380983,"6/4/2012 08:42",Prospect
13389080407658076509,"6/5/2012 08:54",Unanswered
13389270007403045881,"6/5/2012 14:10",Missed
13389270607403045881,"6/5/2012 14:11",Prospect
13389295202347380983,"6/5/2012 14:52",Unanswered
"1338936240not available","6/5/2012 16:44",Unanswered
13390042207406412276,"6/6/2012 11:37",Prospect
13390135207404036234,"6/6/2012 14:12",Prospect
13390734606143589900,"6/7/2012 06:51",Prospect
13391016007409270790,"6/7/2012 14:40",Prospect
13391089804356573720,"6/7/2012 16:43",Prospect
13391640606143951572,"6/8/2012 08:01",Prospect
13391661607405225940,"6/8/2012 08:36",Prospect
13391663402347380983,"6/8/2012 08:39",Unanswered
13391771406143787389,"6/8/2012 11:39",Prospect
13392570607403230566,"6/9/2012 09:51",Prospect
13392877206143787389,"6/9/2012 18:22",Unanswered
13394213407405872279,"6/11/2012 07:29",Prospect
13394365207403231039,"6/11/2012 11:42",Prospect
13394416802347380983,"6/11/2012 13:08",Unanswered
13394532604253908148,"6/11/2012 16:21",Unanswered
13395303607403230566,"6/12/2012 13:46",Prospect
13395963607409735443,"6/13/2012 08:06",Prospect
13396176606082958215,"6/13/2012 14:01",Prospect
1339617660+61316015500,"6/13/2012 14:01",Unanswered
1339695540+61413390100,"6/14/2012 11:39",Missed
13397008802347380983,"6/14/2012 13:08",Missed
1339767180+61509335600,"6/15/2012 07:33",Missed
13397686207402582549,"6/15/2012 07:57",Prospect
1339791000+61516105300,"6/15/2012 14:10",Missed
13397932802533829903,"6/15/2012 14:48",Missed
13400319007403441599,"6/18/2012 09:05",Prospect
13402023007403287199,"6/20/2012 08:25",Prospect
13402092002347380983,"6/20/2012 10:20",Prospect
13402117807405222801,"6/20/2012 11:03",Prospect
13402130402064960954,"6/20/2012 11:24",Unanswered
13402225207406443859,"6/20/2012 14:02",Prospect
13402991404234891004,"6/21/2012 11:19",Prospect
13402998007658076509,"6/21/2012 11:30",Unanswered
13403013004234891004,"6/21/2012 11:55",Prospect
13403856007403040054,"6/22/2012 11:20",Prospect
13404024004356573720,"6/22/2012 16:00",Prospect
13404055204356573720,"6/22/2012 16:52",Prospect
13404105004044822159,"6/22/2012 18:15",Unanswered
13406328607404673054,"6/25/2012 08:01",Prospect
13406457602064960954,"6/25/2012 11:36",Missed
13406472602347380983,"6/25/2012 12:01",Prospect
13406509202347380983,"6/25/2012 13:02",Missed
13407129007403444385,"6/26/2012 06:15",Missed
13407257407402364475,"6/26/2012 09:49",Unanswered
13407279602064960954,"6/26/2012 10:26",Missed
13408066802347380983,"6/27/2012 08:18",Prospect
13408131607403445645,"6/27/2012 10:06",Prospect
13408256407407555598,"6/27/2012 13:34",Missed
13408257007407555598,"6/27/2012 13:35",Prospect
13408316407409292784,"6/27/2012 15:14",Prospect
13408891807403040054,"6/28/2012 07:13",Prospect
13408943402347380983,"6/28/2012 08:39",Prospect
13408965007405874117,"6/28/2012 09:15",Prospect
13409937606147256879,"6/29/2012 12:16",Prospect
13412462406144377587,"7/2/2012 10:24",Unanswered
13412683806144377587,"7/2/2012 16:33",Missed
13413209407409734153,"7/3/2012 07:09",Prospect
13413604202347380983,"7/3/2012 18:07",Unanswered
13415146206144377587,"7/5/2012 12:57",Missed
13415917806144377587,"7/6/2012 10:23",Missed
13416180602347380983,"7/6/2012 17:41",Unanswered
13416903002347380983,"7/7/2012 13:45",Unanswered
13418546407409734153,"7/9/2012 11:24",Prospect
13419364803035321863,"7/10/2012 10:08",Unanswered
13419504007658076509,"7/10/2012 14:00",Unanswered
13420111207403454053,"7/11/2012 06:52",Prospect
13420194006144377587,"7/11/2012 09:10",Missed
13420424402347380983,"7/11/2012 15:34",Unanswered
13421242804074549999,"7/12/2012 14:18",Missed
13421259004074549999,"7/12/2012 14:45",Unanswered
13421337602347380983,"7/12/2012 16:56",Unanswered
13421863807403234263,"7/13/2012 07:33",Unanswered
13421947207406412645,"7/13/2012 09:52",Prospect
13422195002347380983,"7/13/2012 16:45",Unanswered
13422790802347380983,"7/14/2012 09:18",Missed
13424455808557275690,"7/16/2012 07:33",Prospect
13424461807405874188,"7/16/2012 07:43",Prospect
13424464807405874188,"7/16/2012 07:48",Prospect
13424490605162240062,"7/16/2012 08:31",Unanswered
13424560207403649350,"7/16/2012 10:27",Prospect
13424684407409730058,"7/16/2012 13:54",Prospect
13424691007403987029,"7/16/2012 14:05",Unanswered
13424691607403987029,"7/16/2012 14:06",Prospect
13424692804199811215,"7/16/2012 14:08",Unanswered
1342485000restricted,"7/16/2012 18:30",Unanswered
13425588004199811215,"7/17/2012 15:00",Unanswered
13426429808107011104,"7/18/2012 14:23",Prospect
13427080804199811215,"7/19/2012 08:28",Unanswered
13427115606144377587,"7/19/2012 09:26",Missed
13427908808107011104,"7/20/2012 07:28",Prospect
13428196204199811215,"7/20/2012 15:27",Unanswered
13430515206145962843,"7/23/2012 07:52",Prospect
13430600406082373158,"7/23/2012 10:14",Missed
13430667007404034762,"7/23/2012 12:05",Prospect
13430749807406169636,"7/23/2012 14:23",Prospect
13430752206144377587,"7/23/2012 14:27",Unanswered
13431459607734327423,"7/24/2012 10:06",Missed
13431582007405872806,"7/24/2012 13:30",Prospect
13431621007402813200,"7/24/2012 14:35",Prospect
13431754206145794997,"7/24/2012 18:17",Prospect
13432179007409643111,"7/25/2012 06:05",Prospect
13432375807409674839,"7/25/2012 11:33",Prospect
1343243940+72515191800,"7/25/2012 13:19",Unanswered
13432454406149811292,"7/25/2012 13:44",Unanswered
13433145007404034762,"7/26/2012 08:55",Prospect
13433277004356573720,"7/26/2012 12:35",Missed
13433287806142032371,"7/26/2012 12:53",Prospect
13434006007403211443,"7/27/2012 08:50",Prospect
13437344407405872035,"7/31/2012 05:34",Prospect
13437408007405872035,"7/31/2012 07:20",Missed
13437411007405872035,"7/31/2012 07:25",Prospect
13437529806149811292,"7/31/2012 10:43",Unanswered
13437582002028034915,"7/31/2012 12:10",Unanswered
13437587408024883051,"7/31/2012 12:19",Missed
13437649202064960411,"7/31/2012 14:02",Missed
13438291205039028291,"8/1/2012 07:52",Missed
13438326006142966815,"8/1/2012 08:50",Prospect
13438474207404673910,"8/1/2012 12:57",Prospect
13439205006142494954,"8/2/2012 09:15",Prospect
13440111007408196064,"8/3/2012 10:25",Prospect
13440934807402843100,"8/4/2012 09:18",Missed
13442578207407398983,"8/6/2012 06:57",Prospect
13442620807403234482,"8/6/2012 08:08",Prospect
13442626202064960411,"8/6/2012 08:17",Missed
13442631007403234482,"8/6/2012 08:25",Prospect
13442662205039028291,"8/6/2012 09:17",Missed
13443439207407398983,"8/7/2012 06:52",Prospect
13443529807404384177,"8/7/2012 09:23",Prospect
13444432207402464382,"8/8/2012 10:27",Prospect
13444439407403641649,"8/8/2012 10:39",Prospect
13444465207403450583,"8/8/2012 11:22",Prospect
13444593604356573720,"8/8/2012 14:56",Prospect
13445213407405015382,"8/9/2012 08:09",Prospect
13445358006142075237,"8/9/2012 12:10",Prospect
13445391008885785284,"8/9/2012 13:05",Unanswered
13445506206149817573,"8/9/2012 16:17",Unanswered
13445574608134445700,"8/9/2012 18:11",Unanswered
13446057607406059936,"8/10/2012 07:36",Prospect
13446073207403454420,"8/10/2012 08:02",Missed
13446134406142966815,"8/10/2012 09:44",Prospect
13446266407406410661,"8/10/2012 13:24",Missed
13446277206142966815,"8/10/2012 13:42",Prospect
13446300006198012472,"8/10/2012 14:20",Missed
13446327607403640023,"8/10/2012 15:06",Prospect
13448707207405045157,"8/13/2012 09:12",Missed
13448829607405871052,"8/13/2012 12:36",Prospect
13448905806149755427,"8/13/2012 14:43",Prospect
13449831003042324050,"8/14/2012 16:25",Unanswered
13450428605039028291,"8/15/2012 09:01",Missed
13450460404044822159,"8/15/2012 09:54",Missed
